family,file,line,cls,why,destination,check,condition,span,deferred
diffuse-replay,diffuse_longmemeval_replay.py,729,Delete/identity,compares stored digest fields,delete (interior identity cross-check),replay manifest changed after packet reconstruction,before != after or after[0] != package.manifest_file_sha256 or hashlib.sha256(raw).hexdigest() != after[0] or (raw != expected),7,
diffuse-replay,diffuse_longmemeval_route_v2.py,138,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported episode-primary analysis arm format,self.format != EPISODE_PRIMARY_ANALYSIS_ARM_V2_FORMAT,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,140,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),v2 analysis arm requires episode_primary,self.episodic_route != 'episode_primary',2,
diffuse-replay,diffuse_longmemeval_route_v2.py,142,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),episode_primary requires seeded_graph closure,self.closure_routing_scope != 'seeded_graph',2,
diffuse-replay,diffuse_longmemeval_route_v2.py,144,Test,boolean policy-flag check,move to pytest over the pure transformation,episode-primary v2 requires an owned representative runtime,self.base_arm.require_owned_representative_runtime is not True,4,
diffuse-replay,diffuse_longmemeval_route_v2.py,225,InputValidation,compares against a frozen module constant,keep in place (ordinary type/format validation),unsupported episode-primary route receipt format,self.format != EPISODE_PRIMARY_ROUTE_RECEIPT_V2_FORMAT,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,227,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),artifact_id must be a non-empty string,type(self.artifact_id) is not str or not self.artifact_id.strip(),2,
diffuse-replay,diffuse_longmemeval_route_v2.py,255,Delete/identity,compares stored digest fields,delete (interior identity cross-check),route-v2 implementation identity changed,self.route_v2_implementation_sha256 != _implementation_observer(),2,
diffuse-replay,diffuse_longmemeval_route_v2.py,265,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),{}  must be boolean,"type(getattr(self, name)) is not bool",2,
diffuse-replay,diffuse_longmemeval_route_v2.py,267,Delete/receipt,message: receipt/certification bookkeeping,delete (receipt/certification bookkeeping),route receipt requires episode_primary,self.episodic_route != 'episode_primary',2,
diffuse-replay,diffuse_longmemeval_route_v2.py,269,Delete/receipt,message: receipt/certification bookkeeping,delete (receipt/certification bookkeeping),route receipt requires seeded_graph closure,self.closure_routing_scope != 'seeded_graph',2,
diffuse-replay,diffuse_longmemeval_route_v2.py,286,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),{}  must equal  {},value != expected,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,292,Test,ordering/cap comparison,move to pytest over the pure transformation,representative_seed_count must be positive,"exact_int(self.representative_seed_count, 'representative_seed_count', minimum=1) < 1",6,
diffuse-replay,diffuse_longmemeval_route_v2.py,295,Test,boolean policy-flag check,move to pytest over the pure transformation,representative runtime must be owned,self.representative_runtime_binding_certified is not True,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,297,Test,boolean policy-flag check,move to pytest over the pure transformation,episode_primary cannot admit artifact-global routes,self.artifact_global_routes_admitted is not False,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,299,Test,boolean policy-flag check,move to pytest over the pure transformation,seeded_graph closure cannot claim exhaustive scope,self.closure_scope_exhaustive is not False,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,348,Test,equality of two derived values,move to pytest over the pure transformation,episode-primary query lacks representative retrieval,representative is None,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,381,Delete/identity,compares stored digest fields,delete (interior identity cross-check),analysis query changed its gold-blind probe,analysis_receipt.question_probe_sha256 != query.probe.probe_sha256,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,448,Delete/identity,compares stored digest fields,delete (interior identity cross-check),v2 arm does not bind the nested v1 analysis arm,analysis_receipt.analysis_arm_sha256 != arm.base_arm.arm_sha256,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,452,Delete/identity,compares stored digest fields,delete (interior identity cross-check),v2 arm changed a nested matched control,analysis_receipt.matched_controls_sha256 != arm.base_arm.matched_controls_sha256,4,
diffuse-replay,diffuse_longmemeval_route_v2.py,458,Delete/identity,compares stored digest fields,delete (interior identity cross-check),analysis query does not bind its nested receipts,analysis_receipt.legacy_input_receipt_sha256 != query.legacy_inputs.receipt.receipt_sha256 or analysis_receipt.diffuse_query_receipt_sha256 != diffuse_receipt.r,6,
diffuse-replay,diffuse_longmemeval_route_v2.py,463,Delete/identity,compares stored digest fields,delete (interior identity cross-check),analysis query changed artifact or snapshot,analysis_receipt.artifact_id != diffuse_receipt.artifact_id or analysis_receipt.snapshot_sha256 != diffuse_receipt.snapshot_sha256,5,
diffuse-replay,diffuse_longmemeval_route_v2.py,467,Delete/identity,compares stored digest fields,delete (interior identity cross-check),analysis query changed the representative linker,analysis_receipt.representative_linker_identity_sha256 != representative.linker_identity_sha256,4,
diffuse-replay,diffuse_longmemeval_route_v2.py,469,Delete/identity,compares stored digest fields,delete (interior identity cross-check),analysis query changed the representative policy,analysis_receipt.representative_policy_sha256 != representative.policy_sha256,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,474,Behavioral,presence of a parent link (structural),KEEP in-path (recall guard: monotonic nesting),analysis query lacks representative call-time identity,analysis_receipt.representative_policy_factory_identity_sha256 is None or analysis_receipt.representative_policy_controls_sha256 is None,5,
diffuse-replay,diffuse_longmemeval_route_v2.py,483,Delete/identity,compares stored digest fields,delete (interior identity cross-check),episode-primary inputs belong to another query,query.legacy_inputs.receipt.query_sha256 != query_sha256 or diffuse_receipt.retrieval_query_sha256 != query_sha256,4,
diffuse-replay,diffuse_longmemeval_route_v2.py,485,Delete/identity,compares stored digest fields,delete (interior identity cross-check),episode-primary prompt question identity changed,diffuse_receipt.prompt_question_sha256 != prompt_question_sha256,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,494,Delete/identity,compares stored digest fields,delete (interior identity cross-check),source candidate scope changed artifact/query/snapshot,scope.artifact_id != diffuse_receipt.artifact_id or scope.snapshot_sha256 != diffuse_receipt.snapshot_sha256 or scope.query_sha256 != query_sha256 or (query.leg,9,
diffuse-replay,diffuse_longmemeval_route_v2.py,496,Delete/identity,compares stored digest fields,delete (interior identity cross-check),representative retrieval changed the source scope,representative.source_scope_receipt_sha256 != scope.receipt_sha256,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,515,Delete/identity,compares stored digest fields,delete (interior identity cross-check),representative retrieval identity changed,representative.artifact_id != diffuse_receipt.artifact_id or representative.query_sha256 != query_sha256 or representative.policy_sha256 != analysis_receipt.rep,9,
diffuse-replay,diffuse_longmemeval_route_v2.py,517,Test,boolean policy-flag check,move to pytest over the pure transformation,representative retrieval runtime is not owned,representative.runtime_binding_certified is not True,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,523,Test,equality of two derived values,move to pytest over the pure transformation,representative plan retained transformer state,"exact_int(representative.returned_plan_transformer_state_bytes, 'representative returned_plan_transformer_state_bytes', minimum=0) != 0",6,
diffuse-replay,diffuse_longmemeval_route_v2.py,525,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),episode-primary representative route is empty,not representative.seeds,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,533,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),episode-primary executed or populated the direct route,expansion.seeds or expansion.direct_fallbacks or expansion.truncated_episode_ids or expansion.truncated_direct_chunk_ids,7,
diffuse-replay,diffuse_longmemeval_route_v2.py,537,Delete/identity,compares stored digest fields,delete (interior identity cross-check),empty direct expansion identity changed,expansion.policy_sha256 != diffuse_receipt.episode_policy_sha256 or expansion.receipt_sha256 != diffuse_receipt.expansion_receipt_sha256,4,
diffuse-replay,diffuse_longmemeval_route_v2.py,541,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),episode-primary v1 direct truncation fields must be empty,diffuse_receipt.truncated_episode_ids or diffuse_receipt.truncated_direct_chunk_ids,4,
diffuse-replay,diffuse_longmemeval_route_v2.py,543,Delete/identity,compares stored digest fields,delete (interior identity cross-check),diffuse receipt changed representative expansion,diffuse_receipt.representative_receipt_sha256 != representative.receipt_sha256,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,545,Test,boolean policy-flag check,move to pytest over the pure transformation,diffuse receipt lacks owned zero-state retrieval,diffuse_receipt.representative_runtime_binding_certified is not True,2,
diffuse-replay,diffuse_longmemeval_route_v2.py,551,Test,message: ownership,move to pytest over the pure transformation,diffuse receipt lacks owned zero-state retrieval,"_require_exact_scalar(diffuse_receipt.representative_returned_plan_transformer_state_bytes, int, 'diffuse receipt representative returned transformer state byte",6,
